Company,Year,Department,Allocated_Budget
Company_15,2016,HR,3994209.91
Company_15,2016,Marketing,4806742.19
Company_15,2016,IT Support,2349647.53
Company_15,2016,Product Development,5324438.56
Company_15,2016,Sales,1773698.09
Company_15,2016,Finance,4347923.24
Company_15,2016,Security,4984986.54
Company_15,2016,Customer Success,4366052.06
Company_15,2016,Business Intelligence,4681360.23
Company_15,2016,Operations,4180169.45
Company_15,2016,Legal,1786138.06
Company_15,2017,R&D,4481515.29
Company_15,2017,HR,3632396.52
Company_15,2017,Marketing,2545233.13
Company_15,2017,IT Support,2138727.12
Company_15,2017,Product Development,5288315.77
Company_15,2017,Sales,6724483.54
Company_15,2017,Finance,2866003.16
Company_15,2017,Security,2632852.28
Company_15,2017,Customer Success,2876881.24
Company_15,2017,Business Intelligence,6262210.66
Company_15,2017,Operations,2879536.03
Company_15,2017,Legal,7023291.93
Company_15,2018,R&D,2185393.31
Company_15,2018,HR,3777715.21
Company_15,2018,Marketing,1068036.54
Company_15,2018,IT Support,1129886.62
Company_15,2018,Product Development,3205994.82
Company_15,2018,Sales,4318568.95
Company_15,2018,Finance,1988059.51
Company_15,2018,Security,3227480.06
Company_15,2018,Customer Success,4439917.85
Company_15,2018,Business Intelligence,4111151.25
Company_15,2018,Operations,1510037.62
Company_15,2018,Legal,2984846.33
Company_15,2019,R&D,3401833.78
Company_15,2019,HR,1490899.7
Company_15,2019,Marketing,2781786.92
Company_15,2019,IT Support,1067412.08
Company_15,2019,Product Development,2232106.79
Company_15,2019,Sales,3086449.2
Company_15,2019,Finance,3927183.89
Company_15,2019,Security,4214660.21
Company_15,2019,Customer Success,4756803.02
Company_15,2019,Business Intelligence,1924601.8
Company_15,2019,Operations,3581319.53
Company_15,2019,Legal,3137579.44
Company_15,2020,R&D,4498180.5
Company_15,2020,HR,1834629.68
Company_15,2020,Marketing,3424256.39
Company_15,2020,IT Support,2843447.15
Company_15,2020,Product Development,1529564.85
Company_15,2020,Sales,3296826.25
Company_15,2020,Finance,4138656.67
Company_15,2020,Security,1498878.1
Company_15,2020,Customer Success,3871322.19
Company_15,2020,Business Intelligence,1840336.25
Company_15,2020,Operations,4459941.63
Company_15,2020,Legal,2491318.51
Company_15,2021,R&D,1582411.87
Company_15,2021,HR,6374969.57
Company_15,2021,Marketing,6265974.88
Company_15,2021,IT Support,5623629.46
Company_15,2021,Product Development,1811262.72
Company_15,2021,Sales,4147883.58
Company_15,2021,Finance,6194528.56
Company_15,2021,Security,2079005.08
Company_15,2021,Customer Success,3137969.77
Company_15,2021,Business Intelligence,5404386.51
Company_15,2021,Operations,6197286.78
Company_15,2021,Legal,4321942.68
Company_15,2022,R&D,1445776.51
Company_15,2022,HR,2453886.77
Company_15,2022,Marketing,3104361.78
Company_15,2022,IT Support,4030286.24
Company_15,2022,Product Development,2583084.89
Company_15,2022,Sales,3074876.83
Company_15,2022,Finance,4228667.52
Company_15,2022,Security,5298622.11
Company_15,2022,Customer Success,5263292.5
Company_15,2022,Business Intelligence,1904848.26
Company_15,2022,Operations,3138064.6
Company_15,2022,Legal,3480335.95
Company_15,2023,R&D,1599283.58
Company_15,2023,HR,5561654.07
Company_15,2023,Marketing,4904070.09
Company_15,2023,IT Support,3335548.41
Company_15,2023,Product Development,6049988.48
Company_15,2023,Sales,1476705.62
Company_15,2023,Finance,3100637.11
Company_15,2023,Security,6176215.24
Company_15,2023,Customer Success,5027146.32
Company_15,2023,Business Intelligence,4054243.13
Company_15,2023,Operations,3292181.82
Company_15,2023,Legal,3847968.64
Company_15,2024,R&D,3144447.81
Company_15,2024,HR,3303351.37
Company_15,2024,Marketing,4178969.94
Company_15,2024,IT Support,3459147.22
Company_15,2024,Product Development,4115507.35
Company_15,2024,Sales,3266281.92
Company_15,2024,Finance,3504861.86
Company_15,2024,Security,1154536.24
Company_15,2024,Customer Success,2175367.72
Company_15,2024,Business Intelligence,3807233.47
Company_15,2024,Operations,4585923.85
Company_15,2024,Legal,4007160.08
Company_16,2005,R&D,17704727.08
Company_16,2005,HR,3908116.44
Company_16,2005,Marketing,11090664.78
Company_16,2005,IT Support,4602305.59
Company_16,2005,Product Development,3821201.71
Company_16,2005,Sales,15424453.95
Company_16,2005,Finance,9122384.91
Company_16,2005,Security,8441749.47
Company_16,2005,Customer Success,10051816.61
Company_16,2005,Business Intelligence,5750051.02
Company_16,2005,Operations,10005900.4
Company_16,2005,Legal,11818926.35
Company_16,2006,R&D,3435474.69
Company_16,2006,HR,10965304.18
Company_16,2006,Marketing,5513756.87
Company_16,2006,IT Support,9551129.7
Company_16,2006,Product Development,12887897.38
Company_16,2006,Sales,9949679.36
Company_16,2006,Finance,11527022.46
Company_16,2006,Security,4608745.59
Company_16,2006,Customer Success,10658439.11
Company_16,2006,Business Intelligence,7044487.31
Company_16,2006,Operations,4123819.38
Company_16,2006,Legal,2915706.51
Company_16,2007,R&D,4965530.45
Company_16,2007,HR,6207143.03
Company_16,2007,Marketing,8749769.23
Company_16,2007,IT Support,10007838.87
Company_16,2007,Product Development,6768950.82
Company_16,2007,Sales,8162422.9
Company_16,2007,Finance,8740801.44
Company_16,2007,Security,3780775.74
Company_16,2007,Customer Success,8732997.46
Company_16,2007,Business Intelligence,5418397.22
Company_16,2007,Operations,8701121.5
Company_16,2007,Legal,7001417.07
Company_16,2008,R&D,5426477.19
Company_16,2008,HR,6581859.28
Company_16,2008,Marketing,3156661.57
Company_16,2008,IT Support,8707202.29
Company_16,2008,Product Development,7011924.95
Company_16,2008,Sales,4815845.67
Company_16,2008,Finance,8373506.09
Company_16,2008,Security,3852089.24
Company_16,2008,Customer Success,8395429.28
Company_16,2008,Business Intelligence,9164922.27
Company_16,2008,Operations,3789369.33
Company_16,2008,Legal,5852376.45
Company_16,2009,R&D,9821284.16
Company_16,2009,HR,13932186.66
Company_16,2009,Marketing,12842141.62
Company_16,2009,IT Support,5776408.11
Company_16,2009,Product Development,14846852.05
Company_16,2009,Sales,4252584.69
Company_16,2009,Finance,6009849.97
Company_16,2009,Security,4973575.97
Company_16,2009,Customer Success,9334092.41
Company_16,2009,Business Intelligence,6204458.94
Company_16,2009,Operations,10299267.85
Company_16,2009,Legal,13715670.28
Company_16,2010,R&D,12855086.83
Company_16,2010,HR,8254056.13
Company_16,2010,Marketing,6385564.64
Company_16,2010,IT Support,4764175.24
Company_16,2010,Product Development,4173046.15
Company_16,2010,Sales,3432530.22
Company_16,2010,Finance,12857700.13
Company_16,2010,Security,3110867.71
Company_16,2010,Customer Success,9455040.03
Company_16,2010,Business Intelligence,3419619.56
Company_16,2010,Operations,4791222.54
Company_16,2010,Legal,11412553.6
Company_16,2011,R&D,6333816.79
Company_16,2011,HR,8110583.89
Company_16,2011,Marketing,7228521.03
Company_16,2011,IT Support,10461488.52
Company_16,2011,Product Development,8843119.35
Company_16,2011,Sales,13466661.55
Company_16,2011,Finance,13133982.13
Company_16,2011,Security,8540591.48
Company_16,2011,Customer Success,4851198.6
Company_16,2011,Business Intelligence,12937254.45
Company_16,2011,Operations,5670557.66
Company_16,2011,Legal,11941363.48
Company_16,2012,R&D,4498528.17
Company_16,2012,HR,11853579.4
Company_16,2012,Marketing,5390881.19
Company_16,2012,IT Support,8159348.86
Company_16,2012,Product Development,4436201.22
Company_16,2012,Sales,12705814.81
Company_16,2012,Finance,7135912.86
Company_16,2012,Security,3453074.17
Company_16,2012,Customer Success,6824937.47
Company_16,2012,Business Intelligence,7234068.87
Company_16,2012,Operations,8671588.82
Company_16,2012,Legal,3854044.1
Company_16,2013,R&D,9607328.18
Company_16,2013,HR,7186467.92
Company_16,2013,Marketing,14667256.73
Company_16,2013,IT Support,9165512.41
Company_16,2013,Product Development,12998654.74
Company_16,2013,Sales,14802776.59
Company_16,2013,Finance,10686424.13
Company_16,2013,Security,3476885.93
Company_16,2013,Customer Success,11942139.05
Company_16,2013,Business Intelligence,3465021.1
Company_16,2013,Operations,10284196.19
Company_16,2013,Legal,11467491.88
Company_16,2014,R&D,9724939.64
Company_16,2014,HR,14004960.04
Company_16,2014,Marketing,8011373.9
Company_16,2014,IT Support,9831079.79
Company_16,2014,Product Development,7225926.13
Company_16,2014,Sales,3327017.92
Company_16,2014,Finance,8143692.85
Company_16,2014,Security,10818386.14
Company_16,2014,Customer Success,7217289.24
Company_16,2014,Business Intelligence,10447656.71
Company_16,2014,Operations,9868171.86
Company_16,2014,Legal,16564246.69
Company_16,2015,R&D,8608934.69
Company_16,2015,HR,3683891.53
Company_16,2015,Marketing,8014387.8
Company_16,2015,IT Support,2641338.55
Company_16,2015,Product Development,8457680.44
Company_16,2015,Sales,7841959.65
Company_16,2015,Finance,8349916.09
Company_16,2015,Security,5184998.44
Company_16,2015,Customer Success,3666313.15
Company_16,2015,Business Intelligence,6019368.4
Company_16,2015,Operations,2475285.9
Company_16,2015,Legal,9408434.67
Company_16,2016,R&D,2883256.98
Company_16,2016,HR,3656804.69
Company_16,2016,Marketing,4114110.53
Company_16,2016,IT Support,5515048.36
Company_16,2016,Product Development,3319802.79
Company_16,2016,Sales,7765708.13
Company_16,2016,Finance,12622918.67
Company_16,2016,Security,12535304.5
Company_16,2016,Customer Success,10699614.76
Company_16,2016,Business Intelligence,5086983.53
Company_16,2016,Operations,12334285.83
Company_16,2016,Legal,10157619.88
Company_16,2017,R&D,9060115.48
Company_16,2017,HR,10765775.21
Company_16,2017,Marketing,4924875.2
Company_16,2017,IT Support,6841046.64
Company_16,2017,Product Development,8083832.4
Company_16,2017,Sales,10695446.99
Company_16,2017,Finance,2655567.27
Company_16,2017,Security,9782710.45
Company_16,2017,Customer Success,8127306.01
Company_16,2017,Business Intelligence,2728292.92
Company_16,2017,Operations,3083655.57
Company_16,2017,Legal,11771506.21
Company_16,2018,R&D,11792377.87
Company_16,2018,HR,15073080.25
Company_16,2018,Marketing,12637442.8
Company_16,2018,IT Support,3776719.3
Company_16,2018,Product Development,12424422.73
Company_16,2018,Sales,6151992.23
Company_16,2018,Finance,8135570.19
Company_16,2018,Security,9365961.6
Company_16,2018,Customer Success,10153672.8
Company_16,2018,Business Intelligence,7400816.78
Company_16,2018,Operations,5977239.79
Company_16,2018,Legal,7053766.7
Company_16,2019,R&D,15379937.48
Company_16,2019,HR,5025139.03
Company_16,2019,Marketing,10500515.27
Company_16,2019,IT Support,7872830.15
Company_16,2019,Product Development,9054302.43
Company_16,2019,Sales,9878760.52
Company_16,2019,Finance,11078746.72
Company_16,2019,Security,14015632.82
Company_16,2019,Customer Success,10591279.11
Company_16,2019,Business Intelligence,3642733.47
Company_16,2019,Operations,15464724.4
Company_16,2019,Legal,6110856.99
Company_16,2020,R&D,8358828.62
Company_16,2020,HR,5803366.68
Company_16,2020,Marketing,5643565.64
Company_16,2020,IT Support,7570728.93
Company_16,2020,Product Development,9895932.3
Company_16,2020,Sales,6284660.63
Company_16,2020,Finance,12046083.49
Company_16,2020,Security,3830252.75
Company_16,2020,Customer Success,7919185.69
Company_16,2020,Business Intelligence,6233299.58
Company_16,2020,Operations,6231525.4
Company_16,2020,Legal,5718786.73
Company_16,2021,R&D,5547772.04
Company_16,2021,HR,4114444.63
Company_16,2021,Marketing,6189223.28
Company_16,2021,IT Support,12395162.16
Company_16,2021,Product Development,5212445.96
Company_16,2021,Sales,12991081.16
Company_16,2021,Finance,4749117.89
Company_16,2021,Security,9236272.38
Company_16,2021,Customer Success,8256895.78
Company_16,2021,Business Intelligence,9872880.6
Company_16,2021,Operations,10524286.71
Company_16,2021,Legal,12673642.43
Company_16,2022,R&D,9305694.94
Company_16,2022,HR,4612445.52
Company_16,2022,Marketing,3235503.77
Company_16,2022,IT Support,8861663.45
Company_16,2022,Product Development,7023743.16
Company_16,2022,Sales,8894774.78
Company_16,2022,Finance,10436753.97
Company_16,2022,Security,4144881.52
Company_16,2022,Customer Success,9179350.5
Company_16,2022,Business Intelligence,3739040.04
Company_16,2022,Operations,8517439.55
Company_16,2022,Legal,4270784.47
Company_16,2023,R&D,6323237.04
Company_16,2023,HR,4670493.25
Company_16,2023,Marketing,13486215.44
Company_16,2023,IT Support,3339750.79
Company_16,2023,Product Development,11812428.05
Company_16,2023,Sales,4274407.41
Company_16,2023,Finance,10057802.07
Company_16,2023,Security,9744362.37
Company_16,2023,Customer Success,5786920.76
Company_16,2023,Business Intelligence,10907317.97
Company_16,2023,Operations,12055811.54
Company_16,2023,Legal,12019148.97
Company_16,2024,R&D,8897632.68
Company_16,2024,HR,8395455.06
Company_16,2024,Marketing,10460723.48
Company_16,2024,IT Support,4060001.64
Company_16,2024,Product Development,3601847.77
Company_16,2024,Sales,3342960.81
Company_16,2024,Finance,10225592.43
Company_16,2024,Security,5564536.18
Company_16,2024,Customer Success,3201597.53
Company_16,2024,Business Intelligence,10167853.34
Company_16,2024,Operations,3997137.28
Company_16,2024,Legal,7150293.44
Company_17,2005,R&D,9822134.39
Company_17,2005,HR,11616949.35
Company_17,2005,Marketing,8357860.17
Company_17,2005,IT Support,22019052.96
Company_17,2005,Product Development,27726885.47
Company_17,2005,Sales,21596281.72
Company_17,2005,Finance,25712170.11
Company_17,2005,Security,10009214.71
Company_17,2005,Customer Success,21173266.04
Company_17,2005,Business Intelligence,26504884.96
Company_17,2005,Operations,39145229.55
Company_17,2005,Legal,10459329.74
Company_17,2006,R&D,25828469.4
Company_17,2006,HR,6904397.32
Company_17,2006,Marketing,23062102.88
Company_17,2006,IT Support,9027366.83
Company_17,2006,Product Development,20010427.53
Company_17,2006,Sales,7786508.58
Company_17,2006,Finance,26653700.84
Company_17,2006,Security,21918912.73
Company_17,2006,Customer Success,11979547.56
Company_17,2006,Business Intelligence,9110594.93
Company_17,2006,Operations,10944939.61
Company_17,2006,Legal,7120429.98
Company_17,2007,R&D,17103536.59
Company_17,2007,HR,5731609.57
Company_17,2007,Marketing,9089301.94
Company_17,2007,IT Support,14096169.01
Company_17,2007,Product Development,20194581.33
Company_17,2007,Sales,16666168.14
Company_17,2007,Finance,12905230.1
Company_17,2007,Security,7638856.62
Company_17,2007,Customer Success,17214664.73
Company_17,2007,Business Intelligence,18965659.13
Company_17,2007,Operations,9133552.61
Company_17,2007,Legal,20778534.16
Company_17,2008,R&D,21876464.04
Company_17,2008,HR,10667685.49
Company_17,2008,Marketing,25236886.27
Company_17,2008,IT Support,6457362.91
Company_17,2008,Product Development,15627964.98
Company_17,2008,Sales,12430618.78
Company_17,2008,Finance,16532295.62
Company_17,2008,Security,21045582.08
Company_17,2008,Customer Success,24238308.94
Company_17,2008,Business Intelligence,16033098.3
Company_17,2008,Operations,23684741.76
Company_17,2008,Legal,23933994.25
Company_17,2009,R&D,16530238.79
Company_17,2009,HR,4088706.63
Company_17,2009,Marketing,16791636.32
Company_17,2009,IT Support,13978989.89
Company_17,2009,Product Development,16160141.85
Company_17,2009,Sales,8983502.1
Company_17,2009,Finance,8845211.03
Company_17,2009,Security,11141433.06
Company_17,2009,Customer Success,15896940.46
Company_17,2009,Business Intelligence,17032403.23
Company_17,2009,Operations,15799502.49
Company_17,2009,Legal,15462288.06
Company_17,2010,R&D,21878888.17
Company_17,2010,HR,16781266.83
Company_17,2010,Marketing,10211376.06
Company_17,2010,IT Support,14902407.0
Company_17,2010,Product Development,9141277.41
Company_17,2010,Sales,5398538.7
Company_17,2010,Finance,14035968.46
Company_17,2010,Security,22245031.8
Company_17,2010,Customer Success,15822633.59
Company_17,2010,Business Intelligence,8343337.39
Company_17,2010,Operations,19161096.94
Company_17,2010,Legal,14734197.76
Company_17,2011,R&D,8439423.13
Company_17,2011,HR,13781931.96
Company_17,2011,Marketing,8313484.2
Company_17,2011,IT Support,12081442.28
Company_17,2011,Product Development,25425398.76
Company_17,2011,Sales,6425023.42
Company_17,2011,Finance,8118149.47
Company_17,2011,Security,20991721.91
Company_17,2011,Customer Success,11866866.81
Company_17,2011,Business Intelligence,7880621.48
Company_17,2011,Operations,22049735.55
Company_17,2011,Legal,23080211.47
Company_17,2012,R&D,28588356.09
Company_17,2012,HR,25550385.7
Company_17,2012,Marketing,26763543.34
Company_17,2012,IT Support,24276546.28
Company_17,2012,Product Development,27392817.23
Company_17,2012,Sales,12265534.12
Company_17,2012,Finance,30231947.18
Company_17,2012,Security,15210780.37
Company_17,2012,Customer Success,7618667.0
Company_17,2012,Business Intelligence,14057455.21
Company_17,2012,Operations,8089508.01
Company_17,2012,Legal,18971816.99
Company_17,2013,R&D,13700048.7
Company_17,2013,HR,9623387.64
Company_17,2013,Marketing,22563754.4
Company_17,2013,IT Support,23154466.46
Company_17,2013,Product Development,11438735.73
Company_17,2013,Sales,23240969.22
Company_17,2013,Finance,17851855.17
Company_17,2013,Security,16680598.0
Company_17,2013,Customer Success,4739703.14
Company_17,2013,Business Intelligence,22669348.86
Company_17,2013,Operations,11422597.13
Company_17,2013,Legal,13271516.97
Company_17,2014,R&D,18563947.71
Company_17,2014,HR,18008385.4
Company_17,2014,Marketing,16597716.54
Company_17,2014,IT Support,7897899.1
Company_17,2014,Product Development,19726242.97
Company_17,2014,Sales,10589310.46
Company_17,2014,Finance,32554547.79
Company_17,2014,Security,10173665.76
Company_17,2014,Customer Success,25598852.12
Company_17,2014,Business Intelligence,23598047.0
Company_17,2014,Operations,31624002.46
Company_17,2014,Legal,23445558.79
Company_17,2015,R&D,8331359.35
Company_17,2015,HR,22183298.26
Company_17,2015,Marketing,11622920.75
Company_17,2015,IT Support,17773041.82
Company_17,2015,Product Development,36024168.99
Company_17,2015,Sales,10255225.11
Company_17,2015,Finance,22527884.04
Company_17,2015,Security,24003017.43
Company_17,2015,Customer Success,23928886.1
Company_17,2015,Business Intelligence,14715485.58
Company_17,2015,Operations,26921059.09
Company_17,2015,Legal,11887962.6
Company_17,2016,R&D,25082599.14
Company_17,2016,HR,23567748.61
Company_17,2016,Marketing,14521276.93
Company_17,2016,IT Support,17951452.13
Company_17,2016,Product Development,10300856.86
Company_17,2016,Sales,8846830.6
Company_17,2016,Finance,8953879.99
Company_17,2016,Security,13322617.52
Company_17,2016,Customer Success,9598111.36
Company_17,2016,Business Intelligence,26767356.17
Company_17,2016,Operations,22727367.09
Company_17,2016,Legal,27840404.89
Company_17,2017,R&D,16443783.46
Company_17,2017,HR,14304304.46
Company_17,2017,Marketing,17559940.39
Company_17,2017,IT Support,4918788.33
Company_17,2017,Product Development,12967713.26
Company_17,2017,Sales,20378435.55
Company_17,2017,Finance,8942738.52
Company_17,2017,Security,8430764.49
Company_17,2017,Customer Success,15295578.67
Company_17,2017,Business Intelligence,14578919.27
Company_17,2017,Operations,8758108.43
Company_17,2017,Legal,4693123.09
Company_17,2018,R&D,29102841.09
Company_17,2018,HR,24767734.81
Company_17,2018,Marketing,12056701.04
Company_17,2018,IT Support,29581615.94
Company_17,2018,Product Development,22797091.2
Company_17,2018,Sales,17601114.44
Company_17,2018,Finance,33379565.6
Company_17,2018,Security,10690092.11
Company_17,2018,Customer Success,9943827.52
Company_17,2018,Business Intelligence,20709524.87
Company_17,2018,Operations,16874361.93
Company_17,2018,Legal,9725529.79
Company_17,2019,R&D,7739686.72
Company_17,2019,HR,26617521.65
Company_17,2019,Marketing,23514102.25
Company_17,2019,IT Support,17019138.9
Company_17,2019,Product Development,10706148.32
Company_17,2019,Sales,15974872.35
Company_17,2019,Finance,6120844.11
Company_17,2019,Security,22339746.06
Company_17,2019,Customer Success,9439486.68
Company_17,2019,Business Intelligence,18170599.19
Company_17,2019,Operations,11011277.46
Company_17,2019,Legal,13648823.89
Company_17,2020,R&D,7701584.22
Company_17,2020,HR,7488085.65
Company_17,2020,Marketing,18390613.25
Company_17,2020,IT Support,20342540.08
Company_17,2020,Product Development,20103040.35
Company_17,2020,Sales,21805406.14
Company_17,2020,Finance,5951973.67
Company_17,2020,Security,14586224.95
Company_17,2020,Customer Success,8743149.78
Company_17,2020,Business Intelligence,12978517.14
Company_17,2020,Operations,4855377.17
Company_17,2020,Legal,22469001.59
Company_17,2021,R&D,21517457.16
Company_17,2021,HR,30359824.28
Company_17,2021,Marketing,12197298.32
Company_17,2021,IT Support,21066970.83
Company_17,2021,Product Development,25343536.13
Company_17,2021,Sales,9642291.5
Company_17,2021,Finance,14345801.05
Company_17,2021,Security,20888266.31
Company_17,2021,Customer Success,28820577.01
Company_17,2021,Business Intelligence,16356208.87
Company_17,2021,Operations,13771020.99
Company_17,2021,Legal,10970643.71
Company_17,2022,R&D,21560900.07
Company_17,2022,HR,26923517.66
Company_17,2022,Marketing,15653354.77
Company_17,2022,IT Support,15764756.24
Company_17,2022,Product Development,9894518.24
Company_17,2022,Sales,17289404.35
Company_17,2022,Finance,10436831.32
Company_17,2022,Security,13990774.04
Company_17,2022,Customer Success,22099497.33
Company_17,2022,Business Intelligence,37806112.43
Company_17,2022,Operations,23599024.85
Company_17,2022,Legal,15817732.1
Company_17,2023,R&D,14305034.2
Company_17,2023,HR,15544893.22
Company_17,2023,Marketing,14131306.04
Company_17,2023,IT Support,6842039.69
Company_17,2023,Product Development,5411642.42
Company_17,2023,Sales,14488292.25
Company_17,2023,Finance,18421868.59
Company_17,2023,Security,9082503.11
Company_17,2023,Customer Success,13318359.61
Company_17,2023,Business Intelligence,8994885.08
Company_17,2023,Operations,17470940.74
Company_17,2023,Legal,17360378.51
Company_17,2024,R&D,12224133.22
Company_17,2024,HR,13863341.59
Company_17,2024,Marketing,10073234.16
Company_17,2024,IT Support,6100103.04
Company_17,2024,Product Development,11513114.99
Company_17,2024,Sales,25009190.66
Company_17,2024,Finance,17490342.09
Company_17,2024,Security,25253654.2
Company_17,2024,Customer Success,10699247.17
Company_17,2024,Business Intelligence,24042369.95
Company_17,2024,Operations,9594838.36
Company_17,2024,Legal,11928918.1
Company_18,2005,R&D,2806206.19
Company_18,2005,HR,2999160.11
Company_18,2005,Marketing,9807310.94
Company_18,2005,IT Support,3004266.71
Company_18,2005,Product Development,5328974.69
Company_18,2005,Sales,11852743.36
Company_18,2005,Finance,2470301.06
Company_18,2005,Security,8629010.12
Company_18,2005,Customer Success,8047884.62
Company_18,2005,Business Intelligence,6898176.95
Company_18,2005,Operations,9875017.09
Company_18,2005,Legal,8393156.39
Company_18,2006,R&D,6638121.88
Company_18,2006,HR,10164443.25
Company_18,2006,Marketing,5684336.33
Company_18,2006,IT Support,9399863.42
Company_18,2006,Product Development,8706455.18
Company_18,2006,Sales,3495133.35
Company_18,2006,Finance,10513548.0
Company_18,2006,Security,3290758.85
Company_18,2006,Customer Success,5977624.51
Company_18,2006,Business Intelligence,7989721.95
Company_18,2006,Operations,10936851.33
Company_18,2006,Legal,2728631.73
Company_18,2007,R&D,5752585.03
Company_18,2007,HR,3412174.87
Company_18,2007,Marketing,4478502.98
Company_18,2007,IT Support,4804892.92
Company_18,2007,Product Development,10058657.54
Company_18,2007,Sales,3660605.34
Company_18,2007,Finance,3697644.12
Company_18,2007,Security,5681389.66
Company_18,2007,Customer Success,5388408.83
Company_18,2007,Business Intelligence,5956801.57
Company_18,2007,Operations,9724458.32
Company_18,2007,Legal,5957084.17
Company_18,2008,R&D,7262555.52
Company_18,2008,HR,6989569.46
Company_18,2008,Marketing,7036031.37
Company_18,2008,IT Support,10962394.83
Company_18,2008,Product Development,10019270.51
Company_18,2008,Sales,10302438.08
Company_18,2008,Finance,9912122.8
Company_18,2008,Security,3278864.26
Company_18,2008,Customer Success,3826533.12
Company_18,2008,Business Intelligence,3032407.3
Company_18,2008,Operations,3833010.55
Company_18,2008,Legal,10798355.24
Company_18,2009,R&D,8192250.39
Company_18,2009,HR,9187724.45
Company_18,2009,Marketing,6307742.01
Company_18,2009,IT Support,2501958.71
Company_18,2009,Product Development,9436601.97
Company_18,2009,Sales,8528658.67
Company_18,2009,Finance,5987234.54
Company_18,2009,Security,3245947.54
Company_18,2009,Customer Success,8574124.55
Company_18,2009,Business Intelligence,5578419.59
Company_18,2009,Operations,6357805.26
Company_18,2009,Legal,3892301.33
Company_18,2010,R&D,7472235.72
Company_18,2010,HR,2977810.18
Company_18,2010,Marketing,6760872.6
Company_18,2010,IT Support,6170993.17
Company_18,2010,Product Development,2935253.48
Company_18,2010,Sales,7242862.05
Company_18,2010,Finance,4410756.64
Company_18,2010,Security,2016864.5
Company_18,2010,Customer Success,3835106.87
Company_18,2010,Business Intelligence,5919419.67
Company_18,2010,Operations,2369450.81
Company_18,2010,Legal,7914614.13
Company_18,2011,R&D,11166359.75
Company_18,2011,HR,10368680.82
Company_18,2011,Marketing,8904183.19
Company_18,2011,IT Support,6360219.41
Company_18,2011,Product Development,6044709.79
Company_18,2011,Sales,3072232.89
Company_18,2011,Finance,2571746.73
Company_18,2011,Security,5030009.02
Company_18,2011,Customer Success,7814647.56
Company_18,2011,Business Intelligence,4135711.97
Company_18,2011,Operations,3750296.88
Company_18,2011,Legal,8562987.6
Company_18,2012,R&D,2634982.28
Company_18,2012,HR,2765347.78
Company_18,2012,Marketing,5267914.08
Company_18,2012,IT Support,6481481.73
Company_18,2012,Product Development,6164462.71
Company_18,2012,Sales,8723436.71
Company_18,2012,Finance,7718048.61
Company_18,2012,Security,7687827.96
Company_18,2012,Customer Success,4239699.4
Company_18,2012,Business Intelligence,7910816.8
Company_18,2012,Operations,5444628.46
Company_18,2012,Legal,2716886.64
Company_18,2013,R&D,3085790.06
Company_18,2013,HR,6061205.93
Company_18,2013,Marketing,3201437.32
Company_18,2013,IT Support,2540452.93
Company_18,2013,Product Development,7326662.45
Company_18,2013,Sales,6596644.83
Company_18,2013,Finance,10584395.8
Company_18,2013,Security,5156647.85
Company_18,2013,Customer Success,5539160.24
Company_18,2013,Business Intelligence,5878290.52
Company_18,2013,Operations,7659871.41
Company_18,2013,Legal,5145229.94
Company_18,2014,R&D,8583967.91
Company_18,2014,HR,8832445.66
Company_18,2014,Marketing,5228139.47
Company_18,2014,IT Support,5438463.09
Company_18,2014,Product Development,4780837.66
Company_18,2014,Sales,2155912.02
Company_18,2014,Finance,3045222.66
Company_18,2014,Security,6642246.33
Company_18,2014,Customer Success,8515747.77
Company_18,2014,Business Intelligence,3596886.39
Company_18,2014,Operations,7774092.56
Company_18,2014,Legal,5734594.43
Company_18,2015,R&D,7952264.76
Company_18,2015,HR,3925554.86
Company_18,2015,Marketing,6732258.21
Company_18,2015,IT Support,6546116.41
Company_18,2015,Product Development,3481289.56
Company_18,2015,Sales,7250947.32
Company_18,2015,Finance,4414694.68
Company_18,2015,Security,3987289.82
Company_18,2015,Customer Success,7490165.36
Company_18,2015,Business Intelligence,1811045.93
Company_18,2015,Operations,7102079.18
Company_18,2015,Legal,4855766.84
Company_18,2016,R&D,4008447.03
Company_18,2016,HR,4351239.01
Company_18,2016,Marketing,6152871.78
Company_18,2016,IT Support,8453264.21
Company_18,2016,Product Development,4064549.95
Company_18,2016,Sales,2376812.99
Company_18,2016,Finance,9574125.9
Company_18,2016,Security,7060217.28
Company_18,2016,Customer Success,7477728.65
Company_18,2016,Business Intelligence,2899565.66
Company_18,2016,Operations,3764446.98
Company_18,2016,Legal,6997931.54
Company_18,2017,R&D,7210362.83
Company_18,2017,HR,6668487.34
Company_18,2017,Marketing,5441054.55
Company_18,2017,IT Support,1870731.5
Company_18,2017,Product Development,4289985.63
Company_18,2017,Sales,2591981.47
Company_18,2017,Finance,1634884.66
Company_18,2017,Security,7379868.96
Company_18,2017,Customer Success,3353662.54
Company_18,2017,Business Intelligence,6391585.15
Company_18,2017,Operations,4265137.98
Company_18,2017,Legal,5097533.41
Company_18,2018,R&D,7278450.42
Company_18,2018,HR,5748397.57
Company_18,2018,Marketing,5133041.6
Company_18,2018,IT Support,8973384.52
Company_18,2018,Product Development,3407222.69
Company_18,2018,Sales,8481439.14
Company_18,2018,Finance,9035480.23
Company_18,2018,Security,7712740.13
Company_18,2018,Customer Success,5699718.52
